0.6708,1.7670,0.0000,0.0000,0.0000,-0.9997,0.0241,
0.6009,1.7528,0.0000,0.0000,0.0000,-0.9992,0.0399,
0.4952,1.7441,0.0000,0.0000,0.0000,-0.9992,0.0398,
0.3958,1.7348,0.0000,0.0000,0.0000,-0.9995,0.0330,
0.3082,1.7340,0.0000,0.0000,0.0000,-0.9995,0.0301,
0.2052,1.7309,0.0000,0.0000,0.0000,-0.9999,0.0112,
0.1118,1.7259,0.0000,0.0000,0.0000,-0.9998,0.0212,
0.0086,1.7084,0.0000,0.0000,0.0000,-0.9993,0.0361,
-0.0459,1.6957,0.0000,0.0000,0.0000,-0.9997,0.0242,
-0.1227,1.6905,0.0000,0.0000,0.0000,-0.9977,0.0682,
-0.1935,1.6710,0.0000,0.0000,0.0000,-0.9788,0.2049,
-0.2660,1.6532,0.0000,0.0000,0.0000,-0.9597,0.2811,
-0.3111,1.6285,0.0000,0.0000,0.0000,-0.9387,0.3447,
-0.3786,1.5945,0.0000,0.0000,0.0000,-0.9118,0.4106,
-0.4341,1.5676,0.0000,0.0000,0.0000,-0.8929,0.4502,
-0.4799,1.5268,0.0000,0.0000,0.0000,-0.8684,0.4959,
-0.5061,1.4821,0.0000,0.0000,0.0000,-0.8384,0.5451,
-0.5305,1.4396,0.0000,0.0000,0.0000,-0.8045,0.5939,
-0.5448,1.3968,0.0000,0.0000,0.0000,-0.7682,0.6402,
-0.5532,1.3565,0.0000,0.0000,0.0000,-0.7303,0.6831,
-0.5585,1.2382,0.0000,0.0000,0.0000,-0.7149,0.6992,
-0.5573,1.1483,0.0000,0.0000,0.0000,-0.7140,0.7002,
-0.5636,1.0723,0.0000,0.0000,0.0000,-0.7025,0.7117,
-0.5734,1.0008,0.0000,0.0000,0.0000,-0.6911,0.7228,
-0.5856,0.9317,0.0000,0.0000,0.0000,-0.6875,0.7262,
-0.5860,0.8284,0.0000,0.0000,0.0000,-0.6763,0.7366,
-0.5854,0.7287,0.0000,0.0000,0.0000,-0.6729,0.7397,
-0.5772,0.6427,0.0000,0.0000,0.0000,-0.6681,0.7441,
-0.5691,0.5550,0.0000,0.0000,0.0000,-0.6683,0.7439,
-0.5592,0.4735,0.0000,0.0000,0.0000,-0.6797,0.7335,
-0.5472,0.3382,0.0000,0.0000,0.0000,-0.6334,0.7738,
-0.5423,0.3083,0.0000,0.0000,0.0000,-0.5507,0.8347,
-0.5090,0.2735,0.0000,0.0000,0.0000,-0.4383,0.8988,
-0.4844,0.2307,0.0000,0.0000,0.0000,-0.3825,0.9240,
-0.4416,0.1755,0.0000,0.0000,0.0000,-0.3235,0.9462,
-0.3989,0.1253,0.0000,0.0000,0.0000,-0.2604,0.9655,
-0.3592,0.0966,0.0000,0.0000,0.0000,-0.2184,0.9759,
-0.3053,0.0835,0.0000,0.0000,0.0000,-0.1468,0.9892,
-0.2014,0.0514,0.0000,0.0000,0.0000,-0.1113,0.9938,
-0.1249,0.0295,0.0000,0.0000,0.0000,-0.0567,0.9984,
-0.0197,0.0260,0.0000,0.0000,0.0000,0.0065,1.0000,
0.0885,0.0358,0.0000,0.0000,0.0000,0.0368,0.9993,
