0.0871,-0.0625,0.0000,0.0000,0.0000,-0.0246,0.9997,
0.2060,-0.0599,0.0000,0.0000,0.0000,-0.0357,0.9994,
0.2741,-0.0765,0.0000,0.0000,0.0000,-0.1090,0.9940,
0.3285,-0.0775,0.0000,0.0000,0.0000,-0.1445,0.9895,
0.3899,-0.0905,0.0000,0.0000,0.0000,-0.2000,0.9798,
0.4530,-0.1122,0.0000,0.0000,0.0000,-0.2424,0.9702,
0.5375,-0.1500,0.0000,0.0000,0.0000,-0.2882,0.9576,
0.6199,-0.2102,0.0000,0.0000,0.0000,-0.3177,0.9482,
0.6925,-0.2587,0.0000,0.0000,0.0000,-0.3109,0.9504,
0.8087,-0.3255,0.0000,0.0000,0.0000,-0.2979,0.9546,
0.8689,-0.3691,0.0000,0.0000,0.0000,-0.2262,0.9741,
0.8866,-0.3882,0.0000,0.0000,0.0000,-0.1879,0.9822,
0.9826,-0.4337,0.0000,0.0000,0.0000,-0.1368,0.9906,
1.0620,-0.4517,0.0000,0.0000,0.0000,-0.0895,0.9960,
1.1568,-0.4558,0.0000,0.0000,0.0000,-0.0309,0.9995,
1.2369,-0.4703,0.0000,0.0000,0.0000,0.0148,0.9999,
1.3842,-0.4676,0.0000,0.0000,0.0000,0.0295,0.9996,
1.5061,-0.4619,0.0000,0.0000,0.0000,0.0484,0.9988,
1.6109,-0.4451,0.0000,0.0000,0.0000,0.0559,0.9984,
1.6989,-0.4100,0.0000,0.0000,0.0000,0.1272,0.9919,
1.7212,-0.4031,0.0000,0.0000,0.0000,0.1836,0.9830,
1.7929,-0.3888,0.0000,0.0000,0.0000,0.2300,0.9732,
1.8053,-0.3716,0.0000,0.0000,0.0000,0.3789,0.9255,
1.8087,-0.3363,0.0000,0.0000,0.0000,0.4892,0.8722,
1.8400,-0.2837,0.0000,0.0000,0.0000,0.6059,0.7956,
1.8380,-0.2451,0.0000,0.0000,0.0000,0.6594,0.7518,
1.7941,-0.2468,0.0000,0.0000,0.0000,0.6993,0.7149,
1.7975,-0.2261,0.0000,0.0000,0.0000,0.7352,0.6778,
1.7719,-0.1066,0.0000,0.0000,0.0000,0.7400,0.6727,
1.7456,0.0366,0.0000,0.0000,0.0000,0.7292,0.6843,
1.7480,0.1296,0.0000,0.0000,0.0000,0.6882,0.7255,
1.7609,0.2319,0.0000,0.0000,0.0000,0.6437,0.7652,
1.7821,0.3246,0.0000,0.0000,0.0000,0.5754,0.8179,
1.7955,0.3850,0.0000,0.0000,0.0000,0.5181,0.8553,
1.8197,0.4053,0.0000,0.0000,0.0000,0.4511,0.8925,
1.8463,0.4511,0.0000,0.0000,0.0000,0.4043,0.9146,
1.8959,0.4664,0.0000,0.0000,0.0000,0.3131,0.9497,
1.9331,0.4699,0.0000,0.0000,0.0000,0.2304,0.9731,
1.9775,0.4858,0.0000,0.0000,0.0000,0.1738,0.9848,
2.1265,0.5170,0.0000,0.0000,0.0000,0.1334,0.9911,
2.2408,0.5417,0.0000,0.0000,0.0000,0.1507,0.9886,
2.3358,0.5892,0.0000,0.0000,0.0000,0.1471,0.9891,
2.4174,0.6078,0.0000,0.0000,0.0000,0.1544,0.9880,
2.4934,0.6206,0.0000,0.0000,0.0000,0.1994,0.9799,
2.5419,0.6325,0.0000,0.0000,0.0000,0.2459,0.9693,
2.6100,0.6855,0.0000,0.0000,0.0000,0.3067,0.9518,
2.6358,0.7220,0.0000,0.0000,0.0000,0.3485,0.9373,
2.6655,0.7419,0.0000,0.0000,0.0000,0.4059,0.9139,
2.7072,0.7751,0.0000,0.0000,0.0000,0.4411,0.8974,
2.7451,0.8126,0.0000,0.0000,0.0000,0.4850,0.8745,
2.7680,0.8437,0.0000,0.0000,0.0000,0.5297,0.8482,
2.7988,0.8846,0.0000,0.0000,0.0000,0.5688,0.8225,
2.8075,0.9275,0.0000,0.0000,0.0000,0.6117,0.7911,
2.8313,1.0044,0.0000,0.0000,0.0000,0.6522,0.7581,
2.8470,1.0781,0.0000,0.0000,0.0000,0.6870,0.7267,
2.8494,1.1658,0.0000,0.0000,0.0000,0.7277,0.6859,
2.8447,1.2840,0.0000,0.0000,0.0000,0.7663,0.6424,
2.8264,1.3532,0.0000,0.0000,0.0000,0.7589,0.6513,
2.8225,1.4132,0.0000,0.0000,0.0000,0.7531,0.6580,
2.8135,1.4850,0.0000,0.0000,0.0000,0.7953,0.6063,
2.8064,1.5337,0.0000,0.0000,0.0000,0.8242,0.5663,
2.7964,1.5537,0.0000,0.0000,0.0000,0.8511,0.5251,
2.7722,1.6234,0.0000,0.0000,0.0000,0.8845,0.4666,
2.7289,1.6733,0.0000,0.0000,0.0000,0.9276,0.3735,
2.6807,1.7105,0.0000,0.0000,0.0000,0.9615,0.2749,
2.6370,1.7344,0.0000,0.0000,0.0000,0.9758,0.2187,
2.5832,1.7539,0.0000,0.0000,0.0000,0.9882,0.1531,
2.5313,1.7385,0.0000,0.0000,0.0000,0.9955,0.0949,
